province,district,division,location,sublocation,male,female,total,households,area_sqkm,density
EASTERN,NZAUI,MBITINI,MUTYAMBUA,MUTYAMBUA,2091,2210,4301,835,14.02,306.89
EASTERN,NZAUI,MULALA,EMALI,EMALI,3947,3605,7552,2691,29.63,254.87
EASTERN,NZAUI,MULALA,EMALI,KWAKAKULU,1041,957,1998,365,5.6,356.49
EASTERN,NZAUI,MULALA,EMALI,TUTINI,1157,1183,2340,479,18.63,125.63
EASTERN,NZAUI,MULALA,KYEMUNDU,KALIINI,982,1017,1999,421,10.25,195.05
EASTERN,NZAUI,MULALA,KYEMUNDU,KYEMUNDU,746,785,1531,310,6.01,254.75
EASTERN,NZAUI,MULALA,KYEMUNDU,MBELETU,559,572,1131,225,5.21,217.28
EASTERN,NZAUI,MULALA,KYEMUNDU,MWASANGOMBE,399,429,828,178,3.54,233.85
EASTERN,NZAUI,MULALA,KYEMUNDU,YUMBANI,751,842,1593,320,7.01,227.39
EASTERN,NZAUI,MULALA,MULALA,ITETA,1267,1487,2754,533,7.99,344.72
EASTERN,NZAUI,MULALA,MULALA,KATUNE,1421,1497,2918,558,7.94,367.64
EASTERN,NZAUI,MULALA,MULALA,MAATHA,1354,1388,2742,561,20.03,136.87
EASTERN,NZAUI,MULALA,MULALA,MATIKU,1187,1306,2493,484,9.73,256.3
EASTERN,NZAUI,MULALA,MULALA,NGETHA,1385,1475,2860,601,15.45,185.12
EASTERN,NZAUI,NGUU,ITHUMBA,KAKILI,796,873,1669,337,15.55,107.34
EASTERN,NZAUI,NGUU,ITHUMBA,MASUMBA,810,868,1678,345,20.41,82.23
EASTERN,NZAUI,NGUU,ITHUMBA,MII,1234,1280,2514,465,37.55,66.95
EASTERN,NZAUI,NGUU,ITHUMBA,MITHUMONI,1067,1133,2200,425,21.65,101.62
EASTERN,NZAUI,NGUU,MWEINI,MWEINI,827,873,1700,304,29.75,57.14
EASTERN,NZAUI,NGUU,MWEINI,VOLOLO,978,1030,2008,391,34.35,58.45
EASTERN,NZAUI,NGUU,MWEINI,YIKIVUMBU,693,743,1436,263,22.13,64.88
EASTERN,NZAUI,NGUU,NGUU,KIKUMINI,683,664,1347,283,19.79,68.08
EASTERN,NZAUI,NGUU,NGUU,MASAMUKYE,538,546,1084,230,22.04,49.17
EASTERN,NZAUI,NGUU,NGUU,MUKAMEMBEU,1093,1051,2144,460,34.84,61.54
EASTERN,NZAUI,NGUU,NGUU,NDUNGUI,536,552,1088,212,8.66,125.69
EASTERN,NZAUI,NGUU,NGUU,NTHUNGUI,1011,1082,2093,409,31.8,65.81
EASTERN,NZAUI,NGUU,WOLWA,MAKASA,364,218,582,157,23.13,25.16
EASTERN,NZAUI,NGUU,WOLWA,THITHI,740,621,1361,323,15.38,88.5
EASTERN,NZAUI,NGUU,WOLWA,WOLWA,448,412,860,186,12.04,71.43
EASTERN,THARAKA,THARAKA CENTRAL,GITUMA,GITUMA,779,854,1633,307,33.2,49.19
EASTERN,THARAKA,THARAKA CENTRAL,GITUMA,KAGUMA,840,854,1694,351,38.11,44.45
EASTERN,THARAKA,THARAKA CENTRAL,KAROCHO,IBOTE,1498,1632,3130,677,22.12,141.51
EASTERN,THARAKA,THARAKA CENTRAL,KAROCHO,KAROCHO,2014,2175,4189,856,22.87,183.17
EASTERN,THARAKA,THARAKA CENTRAL,MARIMANTI,KAMATUNGU,1294,1379,2673,745,24.75,108.01
EASTERN,THARAKA,THARAKA CENTRAL,MARIMANTI,KIRANGARE,682,686,1368,308,20.62,66.33
EASTERN,THARAKA,THARAKA CENTRAL,MARIMANTI,KITHIGIRI,1333,1349,2682,712,22.67,118.28
EASTERN,THARAKA,THARAKA CENTRAL,MARIMANTI,MARIMANTI,887,925,1812,401,19.33,93.72
EASTERN,THARAKA,THARAKA CENTRAL,MATAKIRI,KERERIA,1096,1223,2319,491,15.69,147.82
EASTERN,THARAKA,THARAKA CENTRAL,MATAKIRI,MATAKIRI,1233,1406,2639,550,18.93,139.39
EASTERN,THARAKA,THARAKA CENTRAL,MWANYANI,MWANYANI,1441,1527,2968,636,14.32,207.25
EASTERN,THARAKA,THARAKA CENTRAL,MWANYANI,TUMBURA,1149,1241,2390,535,16.55,144.37
EASTERN,THARAKA,THARAKA CENTRAL,NKONDI,NKONDI,1492,1612,3104,657,21.63,143.5
EASTERN,THARAKA,THARAKA CENTRAL,NKONDI,RUKURINI,1086,1068,2154,463,16.7,128.99
EASTERN,THARAKA,THARAKA CENTRAL,NTUGI,KANYURU,1191,1261,2452,540,18.46,132.85
EASTERN,THARAKA,THARAKA CENTRAL,NTUGI,RUKENYA,1189,1293,2482,458,33.79,73.45
EASTERN,THARAKA,THARAKA CENTRAL,TURIMA,KATHUURA,887,862,1749,356,16.52,105.86
EASTERN,THARAKA,THARAKA CENTRAL,TURIMA,TURIMA,1891,2114,4005,840,25.88,154.74
EASTERN,THARAKA,THARAKA NORTH,GATUE,GATUNGA,3256,3534,6790,1382,91.32,74.35
EASTERN,THARAKA,THARAKA NORTH,GIKINGO,IRUNDUNI,3023,3290,6313,1230,32.63,193.47
EASTERN,THARAKA,THARAKA NORTH,GIKINGO,MUKOTHIMA,2260,2462,4722,1018,24.72,191.01
EASTERN,THARAKA,THARAKA NORTH,KANJORO,KANJORO,2069,2213,4282,852,67.35,63.58
EASTERN,THARAKA,THARAKA NORTH,KANJORO,MAUTHINI,1461,1549,3010,667,84.68,35.54
EASTERN,THARAKA,THARAKA NORTH,KATHANGACHINI,KATHANGACHINI,1929,1879,3808,852,168.33,22.62
EASTERN,THARAKA,THARAKA NORTH,KATHANGACHINI,TWANTHANJU,1941,1909,3850,808,100.3,38.38
EASTERN,THARAKA,THARAKA NORTH,MARAGWA,KAMAGUNA,1490,1712,3202,624,140.89,22.73
EASTERN,THARAKA,THARAKA NORTH,MARAGWA,KAMWATHU,1824,1947,3771,767,81.28,46.4
EASTERN,THARAKA,THARAKA NORTH,NTORONI,NTORONI,2138,2213,4351,917,19,229.06
EASTERN,THARAKA,THARAKA NORTH,THIITI,KIRUNDI,1307,1389,2696,536,13.44,200.6
EASTERN,THARAKA,THARAKA NORTH,THIITI,THIITI,1540,1641,3181,629,20,159.05
EASTERN,THARAKA,THARAKA SOUTH,CHIAKARIGA,CHIAKARIGA,1791,2169,3960,836,39.87,99.32
EASTERN,THARAKA,THARAKA SOUTH,CHIAKARIGA,MATIRI,1150,1320,2470,488,14.1,175.13
EASTERN,THARAKA,THARAKA SOUTH,GAKURUNGU,GAKURUNGU,876,885,1761,378,13.87,126.94
EASTERN,THARAKA,THARAKA SOUTH,GAKURUNGU,MURINDA,1459,1621,3080,662,7.29,422.55
EASTERN,THARAKA,THARAKA SOUTH,GAKURUNGU,MWERERA,693,756,1449,291,10.95,132.31
EASTERN,THARAKA,THARAKA SOUTH,KAMANYAKI,KAMANYAKI,734,768,1502,282,25.98,57.81
EASTERN,THARAKA,THARAKA SOUTH,KAMANYAKI,KIRUKUMA,604,661,1265,290,19.35,65.39
EASTERN,THARAKA,THARAKA SOUTH,KAMARANDI,KAMARANDI,1300,1424,2724,513,34.78,78.32
EASTERN,THARAKA,THARAKA SOUTH,KAMARANDI,UTURINI,738,808,1546,275,38.01,40.67
EASTERN,THARAKA,THARAKA SOUTH,NKARINI,GACERAKA,1113,1184,2297,476,19.9,115.4
EASTERN,THARAKA,THARAKA SOUTH,NKARINI,NKARINI,1715,1781,3496,669,18.99,184.07
EASTERN,THARAKA,THARAKA SOUTH,TUNYAI,GAKIRWE,824,818,1642,345,6.85,239.63
EASTERN,THARAKA,THARAKA SOUTH,TUNYAI,KITHINO,949,1004,1953,488,12.25,159.45
EASTERN,THARAKA,THARAKA SOUTH,TUNYAI,TUBUI,764,726,1490,292,8.54,174.5
EASTERN,THARAKA,THARAKA SOUTH,TUNYAI,TUNYAI,1957,2087,4044,943,32.7,123.66
EASTERN,TIGANIA,AKITHI,ATHWANA,KUANI,1711,2185,3896,859,4.54,858.77
EASTERN,TIGANIA,AKITHI,ATHWANA,LACIATHURIO,1251,1434,2685,562,30.68,87.51
EASTERN,TIGANIA,AKITHI,ATHWANA,MATIRU,1831,2427,4258,918,9.37,454.27
EASTERN,TIGANIA,AKITHI,KITHEO,KALIATI,1024,1142,2166,463,3.21,674.81
EASTERN,TIGANIA,AKITHI,KITHEO,KITHEO,2100,2357,4457,970,5.18,860.71
EASTERN,TIGANIA,AKITHI,KITHEO,MUCHUNE,1988,2183,4171,865,4.9,851.94
EASTERN,TIGANIA,AKITHI,KITHEO,NTIBA,786,883,1669,321,4,417.29
EASTERN,TIGANIA,AKITHI,NCHOORO,KARII,1837,2030,3867,802,5.17,747.78
EASTERN,TIGANIA,AKITHI,NCHOORO,MAANTHI,1562,1779,3341,729,4.74,705.52
EASTERN,TIGANIA,AKITHI,NCHOORO,MWILI,1840,2138,3978,857,4.26,932.84
EASTERN,TIGANIA,AKITHI,RWANDA,KADEBENE,493,564,1057,226,18.04,58.58
EASTERN,TIGANIA,AKITHI,RWANDA,KIBIRU,1325,1382,2707,597,43.19,62.68
EASTERN,TIGANIA,AKITHI,RWANDA,NTULILI,1828,1696,3524,673,43.73,80.59
EASTERN,TIGANIA,AKITHI,THINYAINE,LIMBINE,2237,2860,5097,1048,6.34,804.25
EASTERN,TIGANIA,AKITHI,THINYAINE,MWERONKANGA,1557,1766,3323,717,26.4,125.85
EASTERN,TIGANIA,AKITHI,THINYAINE,TWALE,1637,1940,3577,753,9.89,361.77
EASTERN,TIGANIA,KARAMA,ANTUANDURU,ANTUANDURU,1759,1870,3629,799,16.01,226.67
EASTERN,TIGANIA,KARAMA,ANTUANDURU,GITUNDU,1598,1639,3237,616,8.97,361.02
EASTERN,TIGANIA,KARAMA,KARAMA,AMETHO,2814,2935,5749,1103,18.3,314.11
EASTERN,TIGANIA,KARAMA,KARAMA,BARANGA,3013,3180,6193,1277,7.28,850.41
EASTERN,TIGANIA,KARAMA,KARAMA,URRU,2240,2361,4601,869,3.77,1219.03
EASTERN,TIGANIA,KARAMA,MULA,KALOTHERA,317,282,599,140,44.73,13.39
EASTERN,TIGANIA,KARAMA,MULA,KAMBERIA,544,508,1052,197,31.46,33.44
EASTERN,TIGANIA,MITUNTU,MITUNTU,KAILITHIRIA,688,790,1478,335,8.63,171.25
EASTERN,TIGANIA,MITUNTU,MITUNTU,MITUNTU,560,586,1146,260,2.82,406.22
EASTERN,TIGANIA,MITUNTU,MUMUI,LAIRANGI,861,924,1785,418,20.85,85.61
EASTERN,TIGANIA,MITUNTU,MUMUI,MUMUI,844,893,1737,412,19.71,88.14
EASTERN,TIGANIA,MITUNTU,MUMUI,REI,921,843,1764,434,10.92,161.51
EASTERN,TIGANIA,MITUNTU,THAU,MUTHIRU,1002,1066,2068,479,10.01,206.68
EASTERN,TIGANIA,MITUNTU,THAU,THAU,945,1085,2030,491,5.71,355.56
EASTERN,TIGANIA,MUTHARA,BUURI,LAILUBA,1837,2204,4041,821,36.03,112.16
EASTERN,TIGANIA,MUTHARA,BUURI,LANYIRU,1423,1652,3075,653,83.8,36.7
EASTERN,TIGANIA,MUTHARA,BUURI,MABURWA,1363,1604,2967,601,57.31,51.77
EASTERN,TIGANIA,MUTHARA,MUTHARA,ATHANJA,1960,2272,4232,887,7.23,585.02
EASTERN,TIGANIA,MUTHARA,MUTHARA,ATHINGA,1826,2170,3996,848,4.61,867.7
EASTERN,TIGANIA,MUTHARA,MUTHARA,IROTIA,1751,2164,3915,794,3.43,1140.97
EASTERN,TIGANIA,MUTHARA,MUTHARA,KETHARENE,2563,2982,5545,1219,6.82,813.32
EASTERN,TIGANIA,MUTHARA,MUTHARA,THUMBUKU,3838,4218,8056,1672,11.41,705.94
EASTERN,TIGANIA,MUTHARA,NGAREMARA,TIRINGWII,1555,1646,3201,683,95.09,33.66
EASTERN,TIGANIA,TIGANIA,AMUGAA,AMUGAA,1701,1821,3522,763,7.34,479.88
EASTERN,TIGANIA,TIGANIA,AMUGAA,CHURIU,1517,1611,3128,640,13.95,224.28
EASTERN,TIGANIA,TIGANIA,AMUGAA,NKWILA,1130,1165,2295,475,4.11,558.45
EASTERN,TIGANIA,TIGANIA,ANKAMIA,ANKAMIA,3093,3255,6348,1351,7.35,863.79
EASTERN,TIGANIA,TIGANIA,ANKAMIA,IGURUNE,1028,1014,2042,398,3.93,519.51
EASTERN,TIGANIA,TIGANIA,IGARII,IGARII,2325,2314,4639,895,13.53,342.97
EASTERN,TIGANIA,TIGANIA,IGARII,NKANDI,950,956,1906,394,9.9,192.57
EASTERN,TIGANIA,TIGANIA,THANGATHA,GIITHU,2600,2625,5225,1103,8.58,608.88
EASTERN,TIGANIA,TIGANIA,THANGATHA,KATITHINI,1237,1148,2385,593,10.19,233.97
EASTERN,TIGANIA,TIGANIA,THANGATHA,KUNATI,3483,3638,7121,1483,29.06,245.07
EASTERN,TIGANIA,TIGANIA,THANGATHA,NGUTU,800,779,1579,342,5.41,291.96
EASTERN,TIGANIA,TIGANIA CENTRAL,KIGUCHWA,ABONDII,1810,1891,3701,746,7.1,521.44
EASTERN,TIGANIA,TIGANIA CENTRAL,KIGUCHWA,KIGUCHWA,2936,3125,6061,1227,9.6,631.2
EASTERN,TIGANIA,TIGANIA CENTRAL,MICII MIKURU,AMETHO,1084,1126,2210,427,1.46,1511.42
EASTERN,TIGANIA,TIGANIA CENTRAL,MICII MIKURU,MICII MIKURU,3455,3745,7200,1556,20.3,354.74
EASTERN,TIGANIA,TIGANIA CENTRAL,MIKINDURI E.,AKAIGA,5478,5609,11087,2204,36.84,300.91
EASTERN,TIGANIA,TIGANIA CENTRAL,MIKINDURI E.,ATHWANA,2378,2621,4999,992,10.05,497.65
EASTERN,TIGANIA,TIGANIA CENTRAL,MIKINDURI W.,ANJUKI,4317,4363,8680,2013,8.72,995.64
EASTERN,TIGANIA,TIGANIA CENTRAL,MIKINDURI W.,KIGURU,1792,1823,3615,860,12.06,299.86
EASTERN,TIGANIA,TIGANIA CENTRAL,MIKINDURI W.,MAREGA,2681,2734,5415,1169,14.28,379.27
EASTERN,TIGANIA,TIGANIA WEST,KIANDIU,ITHAMARE,896,941,1837,383,6.3,291.61
EASTERN,TIGANIA,TIGANIA WEST,KIANDIU,KIANDIU,955,1036,1991,431,6.77,294.13
EASTERN,TIGANIA,TIGANIA WEST,KIANJAI,KIANJAI,2288,2476,4764,1102,6.36,749.28
EASTERN,TIGANIA,TIGANIA WEST,KIANJAI,MACHAKU,751,774,1525,337,3.99,381.83
EASTERN,TIGANIA,TIGANIA WEST,KIANJAI,MUTUONJUARI,2197,2493,4690,1056,5.49,853.57
EASTERN,TIGANIA,TIGANIA WEST,KIANJAI,NAIRIRI,836,1030,1866,398,6.14,303.8
EASTERN,TIGANIA,TIGANIA WEST,MIATHENE,MIATHENE,2423,2633,5056,1130,7.59,665.82
EASTERN,TIGANIA,TIGANIA WEST,MIATHENE,URRU,1515,1622,3137,713,5.21,602.37
EASTERN,TIGANIA,URINGU,KIMACHIA,AMWARI,1908,2032,3940,856,12.34,319.17
EASTERN,TIGANIA,URINGU,KIMACHIA,KAMAROO,1782,1853,3635,808,6.98,521.01
EASTERN,TIGANIA,URINGU,KIMACHIA,NTOOMBO,1891,1974,3865,836,9.4,410.99
EASTERN,TIGANIA,URINGU,KIORIMBA,KABOTO,415,397,812,168,4.5,180.42
EASTERN,TIGANIA,URINGU,KIORIMBA,KIORIMBA,1004,946,1950,450,4.71,413.76
EASTERN,TIGANIA,URINGU,KIORIMBA,MACHEGENE,867,851,1718,397,3.99,431.02
EASTERN,TIGANIA,URINGU,MBEU,KIBULINE,1634,1728,3362,759,8.18,411.18
EASTERN,TIGANIA,URINGU,MBEU,KIERU,2219,2243,4462,972,7.35,606.71
EASTERN,TIGANIA,URINGU,MBEU,KIMEREI,2287,2363,4650,1019,8.77,530.09
EASTERN,TIGANIA,URINGU,MBEU,MBEU,1921,2097,4018,847,13.44,298.87
EASTERN,TIGANIA,URINGU,NKOMO,KILENCHUNE,1345,1466,2811,680,9.4,298.94
EASTERN,TIGANIA,URINGU,NKOMO,KUNENE,3582,3612,7194,1644,7.77,926.45
EASTERN,TIGANIA,URINGU,NKOMO,LIMAURU,1437,1479,2916,635,7.97,365.7
EASTERN,YATTA,IKOMBE,IKOMBE,IKOMBE,3656,4316,7972,1660,76.63,104.03
EASTERN,YATTA,IKOMBE,IKOMBE,KITHEUNI,2493,2774,5267,1035,34.24,153.85
EASTERN,YATTA,IKOMBE,IKOMBE,KYASIONI,1849,1883,3732,781,27.1,137.71
EASTERN,YATTA,IKOMBE,KINYAATA,KINYAATA,2637,2922,5559,1125,60.31,92.18
EASTERN,YATTA,IKOMBE,KINYAATA,MAKUTANO,2604,2876,5480,1067,54.11,101.28
EASTERN,YATTA,IKOMBE,KINYAATA,MATHINGAU,3115,3558,6673,1381,79.01,84.46
EASTERN,YATTA,KATANGI,KATANGI,KATANGI,2524,2798,5322,1402,37.84,140.63
EASTERN,YATTA,KATANGI,KATANGI,MEKILINGI,2376,2781,5157,1047,56.17,91.82
EASTERN,YATTA,KATANGI,KYUA,KYUA,3124,3328,6452,1314,84.04,76.78
EASTERN,YATTA,KATANGI,KYUA,SYOKISINGA,2250,2600,4850,930,56.85,85.31
EASTERN,YATTA,MASINGA,EKALAKALA,EKALAKALA,3904,4030,7934,1769,73.27,108.28
EASTERN,YATTA,MASINGA,EKALAKALA,NZUKINI,1958,2091,4049,860,43.03,94.1
EASTERN,YATTA,MASINGA,IKAATINI,IKAATINI,1358,1449,2807,594,18.34,153.06
EASTERN,YATTA,MASINGA,IKAATINI,ITUNDUIMUNI,2066,2157,4223,930,42.78,98.72
EASTERN,YATTA,MASINGA,KANGONDE,KANGONDE,2040,2093,4133,826,67.28,61.43
EASTERN,YATTA,MASINGA,KANGONDE,KIKUMINI,2158,2356,4514,947,51.71,87.29
EASTERN,YATTA,MASINGA,KANGONDE,MIKUYUNI,1366,1480,2846,569,25.38,112.15
EASTERN,YATTA,MASINGA,KANGONDE,MUSINGINI,1869,2096,3965,795,53.31,74.38
EASTERN,YATTA,MASINGA,KITHYOKO,EENDEI,1460,1722,3182,618,54.27,58.64
EASTERN,YATTA,MASINGA,KITHYOKO,KITHYOKO,2291,2520,4811,1127,57.24,84.04
EASTERN,YATTA,MASINGA,KITHYOKO,MIANGENI,1869,2104,3973,787,68.04,58.39
EASTERN,YATTA,MASINGA,KITHYOKO,THATHA,2317,2603,4920,963,75.05,65.56
EASTERN,YATTA,MASINGA,KIVAA,IIANI,1554,1636,3190,666,58.12,54.88
EASTERN,YATTA,MASINGA,KIVAA,KAEWA,1981,2295,4276,912,44.67,95.72
EASTERN,YATTA,MASINGA,KIVAA,KIVAA,3569,3634,7203,1730,112.66,63.94
EASTERN,YATTA,MASINGA,KIVAA,KYONDONI,1178,1359,2537,528,52.43,48.39
EASTERN,YATTA,MASINGA,MASINGA,KATULYE,2323,2583,4906,989,59.61,82.3
EASTERN,YATTA,MASINGA,MASINGA,MASINGA,2370,2542,4912,1145,47.97,102.39
EASTERN,YATTA,MASINGA,MASINGA,MUKUSU,2336,2393,4729,973,50,94.57
EASTERN,YATTA,MASINGA,MASINGA,MUSUMAA,1390,1568,2958,583,33.24,88.99
EASTERN,YATTA,NDITHINI,MANANJA,KASUVILO,2709,2478,5187,1169,38.71,133.99
EASTERN,YATTA,NDITHINI,MANANJA,MANANJA,3398,3490,6888,1520,24.1,285.84
EASTERN,YATTA,NDITHINI,MUTHESYA,KATHUKINI,2368,2623,4991,1104,27.44,181.89
EASTERN,YATTA,NDITHINI,MUTHESYA,KIKULE,1934,1942,3876,829,50.16,77.28
EASTERN,YATTA,NDITHINI,MUTHESYA,MUTHESYA,2351,2692,5043,1079,24.27,207.81
EASTERN,YATTA,NDITHINI,NDITHINI,KIATINENI,2662,2545,5207,1156,44.08,118.12
EASTERN,YATTA,NDITHINI,NDITHINI,MILAANI,1745,1498,3243,699,88.11,36.81
EASTERN,YATTA,NDITHINI,NDITHINI,NDITHINI,2582,2855,5437,1183,17.56,309.68
