code,name,slug,location_code,location_name,division_code,district_code,former_province_code,population_2009,population_male,population_female,households,area_km2,density_per_km2
1228,Konoramadha,konoramadha,407,Saka,113,29,CST,2500,1300,1200,499,409.57,6.1
1229,Mulanjo,mulanjo,407,Saka,113,29,CST,3864,1972,1892,812,369.38,10.46
1230,Sala,sala,408,Sala,113,29,CST,1621,789,832,316,217.32,7.46
1231,Sombo,sombo,408,Sala,113,29,CST,1440,736,704,292,232.31,6.2
1232,Hara,hara,409,Gwano,114,29,CST,1312,638,674,263,99.94,13.13
1233,Maroni,maroni,409,Gwano,114,29,CST,915,439,476,157,28.17,32.48
1234,Wenje,wenje,409,Gwano,114,29,CST,1649,787,862,312,73.32,22.49
1235,Bububu,bububu,410,Jamuhuri,114,29,CST,2664,1342,1322,509,50.52,52.73
1236,Majengo,majengo,411,Kinakomba,114,29,CST,2501,1217,1284,443,47.01,53.2
1237,Masalani,masalani,411,Kinakomba,114,29,CST,1211,588,623,207,82.17,14.74
1238,Gafuru,gafuru,412,Mazuni,114,29,CST,1043,466,577,222,49.85,20.92
1239,Mazuni,mazuni,412,Mazuni,114,29,CST,513,246,267,95,17.65,29.07
1240,Mkomani,mkomani,412,Mazuni,114,29,CST,649,311,338,109,13.96,46.49
1241,Bondeni,bondeni,413,Ndura,114,29,CST,2004,954,1050,359,15.59,128.55
1242,Handampia,handampia,413,Ndura,114,29,CST,1424,684,740,270,64.63,22.03
1243,Mahoo,mahoo,414,Bomani,115,30,CST,3196,1578,1618,813,7.28,438.75
1244,Malukiloriti,malukiloriti,414,Bomani,115,30,CST,1538,753,785,358,12.3,125.03
1245,Mboghoni,mboghoni,415,Bomeni,115,30,CST,8382,4241,4141,2384,14.25,588.36
1246,Njoro,njoro,415,Bomeni,115,30,CST,2400,1254,1146,609,6.62,362.79
1247,Eldoro,eldoro,416,Kimorigo,115,30,CST,4323,2212,2111,967,26.46,163.36
1248,Kimorigo,kimorigo,416,Kimorigo,115,30,CST,1939,1055,884,418,37.41,51.83
1249,Kitobo,kitobo,417,Kitobo,115,30,CST,3801,1994,1807,839,33.81,112.42
1250,Mrabani,mrabani,417,Kitobo,115,30,CST,2203,1234,969,510,57.27,38.46
1251,Lesesia,lesesia,418,Ngarashi,115,30,CST,1155,591,564,217,9.31,124.01
1252,Mjini,mjini,418,Ngarashi,115,30,CST,8982,4613,4369,2544,2.89,3108.5
1253,Challa,challa,419,Challa,116,30,CST,5006,2661,2345,1243,106.9,46.83
1254,Mahandakini,mahandakini,419,Challa,116,30,CST,2966,1550,1416,567,28.35,104.64
1255,Nakruto,nakruto,419,Challa,116,30,CST,1261,628,633,263,14.51,86.89
1256,Chumvini,chumvini,420,Njukini,116,30,CST,2880,1483,1397,543,11.92,241.66
1257,Lumi,lumi,420,Njukini,116,30,CST,2443,1260,1183,510,26.25,93.06
1258,Njukini,njukini,420,Njukini,116,30,CST,4770,2477,2293,989,33.94,140.52
1259,Kimala,kimala,421,Jipe,117,30,CST,3608,1855,1753,911,12.61,286.16
1260,Mata,mata,421,Jipe,117,30,CST,4549,2413,2136,1088,166.81,27.27
1261,Msengoni,msengoni,422,Timbila,117,30,CST,1149,555,594,288,8.04,142.83
1262,Ndilindau,ndilindau,422,Timbila,117,30,CST,954,498,456,213,9.19,103.78
1263,Tsavo West,tsavo-west,423,National Park,118,30,CST,160,114,46,84,2875.74,0.06
1264,Balesa,balesa,424,Balesa Ririba,119,31,EST,3796,1922,1874,760,1299.68,2.92
1265,El-Hadi,el-hadi,424,Balesa Ririba,119,31,EST,2485,1549,936,429,956.11,2.6
1266,Sabarei,sabarei,425,Balesa Saru,119,31,EST,4350,2953,1397,1098,2756.62,1.58
1267,Dukana,dukana,426,Dukana,119,31,EST,7997,4152,3845,1594,1785.62,4.48
1268,Elle- Borr,elle-borr,427,Hurri Hills,120,31,EST,61,54,7,7,436.5,0.14
1269,Forolle,forolle,427,Hurri Hills,120,31,EST,1526,849,677,291,440.43,3.46
1270,Hurri Hills,hurri-hills,427,Hurri Hills,120,31,EST,2421,1229,1192,534,1342.69,1.8
1271,El-Gade,el-gade,428,Kalacha,120,31,EST,1972,1021,951,433,1789.12,1.1
1272,Kalacha,kalacha,428,Kalacha,120,31,EST,5992,3160,2832,1318,818.68,7.32
1273,Maikona,maikona,429,Maikona,120,31,EST,6324,3368,2956,1208,4743.96,1.33
1274,Medate Kuro,medate-kuro,429,Maikona,120,31,EST,929,476,453,199,293.4,3.17
1275,Chari Gollo,chari-gollo,430,Galas,121,31,EST,1580,1096,484,318,1168.69,1.35
1276,Galas,galas,430,Galas,121,31,EST,3480,2043,1437,531,1186.24,2.93
1277,Illeret,illeret,431,Illeret,121,31,EST,9790,5255,4535,1527,4041.52,2.42
1278,Darate,darate,432,North Horr,121,31,EST,1995,1476,519,514,2617.93,0.76
1279,Malabot,malabot,432,North Horr,121,31,EST,1757,942,815,391,531.98,3.3
1280,North Horr,north-horr,432,North Horr,121,31,EST,8405,4179,4226,1883,2218.03,3.79
1281,Bubisa,bubisa,433,Bubisa,122,31,EST,4811,2536,2275,1285,3651.56,1.32
1282,Shura,shura,434,Shura,122,31,EST,1204,696,508,308,4144.43,0.29
1283,Burgabo,burgabo,435,Turbi,122,31,EST,2287,1256,1031,477,2568.4,0.89
1284,Turbi,turbi,435,Turbi,122,31,EST,2034,1106,928,481,456.45,4.46
1285,Gatituri,gatituri,436,Mbeti North,123,32,EST,5875,3005,2870,1604,11.46,512.8
1286,Itabua,itabua,436,Mbeti North,123,32,EST,8228,4121,4107,2086,28.53,288.43
1287,Kiangima,kiangima,436,Mbeti North,123,32,EST,4345,2096,2249,1118,6.12,709.8
1288,Dallas/Stadium,dallas-stadium,437,Municipality,123,32,EST,18767,9168,9599,6901,3.42,5480.54
1289,Kamiu,kamiu,437,Municipality,123,32,EST,15020,7524,7496,4810,6.52,2305.45
1290,Njukiri,njukiri,437,Municipality,123,32,EST,4615,2196,2419,1373,8.87,520.52
1291,Nthambo,nthambo,437,Municipality,123,32,EST,4290,1925,2365,901,4.63,925.75
1292,Kathanjuri,kathanjuri,438,Kyeni Central,124,32,EST,4464,2203,2261,1175,6.22,717.78
1293,Nyagari,nyagari,438,Kyeni Central,124,32,EST,2489,1252,1237,724,5.2,478.72
1294,Kigumo,kigumo,439,Kyeni East,124,32,EST,5568,2722,2846,1455,9.17,607.1
1295,Mukuria,mukuria,439,Kyeni East,124,32,EST,2368,1202,1166,600,8.04,294.54
1296,Mufu,mufu,440,Kyeni N. West,124,32,EST,5036,2263,2773,1246,7.14,705.19
1297,Njeruri,njeruri,440,Kyeni N. West,124,32,EST,2922,1465,1457,732,4.27,684.68
1298,Rukuriri,rukuriri,440,Kyeni N. West,124,32,EST,3437,1638,1799,918,3.31,1037.84
1299,Iriari,iriari,441,Kyeni N.East,124,32,EST,3390,1677,1713,911,5.05,670.76
1300,Kathari,kathari,441,Kyeni N.East,124,32,EST,3619,1763,1856,1039,4.92,735.72
1301,Kiangungi,kiangungi,441,Kyeni N.East,124,32,EST,3142,1574,1568,824,4.48,700.7
1302,Kariru,kariru,442,Kyeni South,124,32,EST,4618,2409,2209,1163,15.03,307.34
1303,Kasafari,kasafari,442,Kyeni South,124,32,EST,1356,674,682,320,8.97,151.2
1304,Kathunguri,kathunguri,442,Kyeni South,124,32,EST,2095,1059,1036,537,5.18,404.44
1305,Kirurumo,kirurumo,442,Kyeni South,124,32,EST,4480,2209,2271,1200,13.43,333.49
1306,Itonguri,itonguri,443,Gaturi North,125,32,EST,4159,1987,2172,1191,5.14,809.36
1307,Kavutiri,kavutiri,443,Gaturi North,125,32,EST,4239,2040,2199,1086,6.69,633.46
1308,Kianjuki,kianjuki,443,Gaturi North,125,32,EST,4494,2216,2278,1165,6.66,675.04
1309,Nguviu,nguviu,444,Kathangariri,125,32,EST,5862,2883,2979,1552,10.26,571.5
1310,Ruguma,ruguma,444,Kathangariri,125,32,EST,3339,1680,1659,824,4.64,719.22
1311,Gicherori,gicherori,445,Kibugu,125,32,EST,4424,2244,2180,1197,5.74,770.3
1312,Kibugu,kibugu,445,Kibugu,125,32,EST,2855,1440,1415,740,4.81,593.78
1313,Ngerwe,ngerwe,445,Kibugu,125,32,EST,2808,1376,1432,714,5.34,525.5
1314,Mbuvore,mbuvore,446,Mbuvore,125,32,EST,9223,4540,4683,2149,12.98,710.61
1315,Kamviu,kamviu,447,Ngandori East,125,32,EST,2143,1058,1085,581,3.25,659.36
1316,Kariari,kariari,447,Ngandori East,125,32,EST,2107,1032,1075,603,2.25,934.91
1317,Kirigi,kirigi,447,Ngandori East,125,32,EST,3310,1639,1671,926,4.38,755.74
1318,Manyatta,manyatta,447,Ngandori East,125,32,EST,3033,1375,1658,743,3.31,915.46
1319,Rianjagi,rianjagi,447,Ngandori East,125,32,EST,2407,1166,1241,647,3.1,775.38
1320,Kairuri,kairuri,448,Ngandori West,125,32,EST,3019,1469,1550,789,5,603.25
1321,Kathangari,kathangari,448,Ngandori West,125,32,EST,1887,984,903,511,3.23,584.03
1322,Kithungururu,kithungururu,448,Ngandori West,125,32,EST,2626,1326,1300,658,3.48,755.23
1323,Mukangu,mukangu,448,Ngandori West,125,32,EST,2507,1239,1268,651,4.56,549.4
1324,Kiamwinja,kiamwinja,449,Ruguru,125,32,EST,1055,527,528,264,1.67,631.02
1325,Kiriari,kiriari,449,Ruguru,125,32,EST,3414,1623,1791,912,5.76,592.19
1326,Kithunguriri,kithunguriri,449,Ruguru,125,32,EST,2902,1390,1512,739,5.9,491.63
1327,Mukuria,mukuria,449,Ruguru,125,32,EST,2028,999,1029,489,3.48,582.22
1328,Mt. Kenya Forest,mt-kenya-forest,450,Mt. Kenya Forest,126,32,EST,0,0,0,0,202.81,0
1329,Ena East,ena-east,451,Gaturi South,127,32,EST,3301,1621,1680,801,5.65,583.91
1330,Gatunduri,gatunduri,451,Gaturi South,127,32,EST,5664,2865,2799,1476,9.04,626.75
1331,Nembure,nembure,451,Gaturi South,127,32,EST,4579,2233,2346,1189,7.42,617.49
1332,Ena West,ena-west,452,Kithimu,127,32,EST,2004,954,1050,507,3.59,558.89
1333,Kithegi,kithegi,452,Kithimu,127,32,EST,6650,3292,3358,1648,22.45,296.18
1334,Kithimu,kithimu,452,Kithimu,127,32,EST,10345,5083,5262,2614,20.56,503.15
1335,Kevote,kevote,453,Makengi,127,32,EST,6004,2932,3072,1568,11.06,542.82
1336,Makengi,makengi,453,Makengi,127,32,EST,5502,2748,2754,1400,7.89,697.42
1337,Gichera,gichera,454,Kagaari East,128,32,EST,5563,2739,2824,1478,14.15,393.08
1338,Kiringa,kiringa,454,Kagaari East,128,32,EST,3517,1800,1717,852,24.62,142.87
1339,Kamugere,kamugere,455,Kagaari N. West,128,32,EST,1108,534,574,283,2.84,390.06
1340,Kianjokoma,kianjokoma,455,Kagaari N. West,128,32,EST,4303,2126,2177,1164,6.99,615.36
1341,Mbuinjeru,mbuinjeru,455,Kagaari N. West,128,32,EST,4026,1915,2111,1039,6.69,602.23
1342,Mugui,mugui,455,Kagaari N. West,128,32,EST,4295,2121,2174,1145,7.19,597.07
1343,Kanja North,kanja-north,456,Kagaari N.East,128,32,EST,3473,1661,1812,935,5.3,655.23
1344,Kanja South,kanja-south,456,Kagaari N.East,128,32,EST,3217,1562,1655,882,5.77,557.67
1345,Mukuuri,mukuuri,456,Kagaari N.East,128,32,EST,1908,897,1011,502,3.38,564.6
1346,Nduuri,nduuri,456,Kagaari N.East,128,32,EST,2622,1310,1312,649,5.62,466.36
1347,Kawanjara,kawanjara,457,Kagaari S.West,128,32,EST,3837,1922,1915,981,7.32,524.01
1348,Maranga,maranga,457,Kagaari S.West,128,32,EST,1685,907,778,428,11.72,143.75
1349,Nthagayia,nthagayia,457,Kagaari S.West,128,32,EST,5824,2855,2969,1431,20.49,284.21
1350,Gichiche,gichiche,458,Runyenjes East,128,32,EST,5678,2700,2978,1569,8.6,660.22
1351,Kigaa,kigaa,458,Runyenjes East,128,32,EST,6549,3266,3283,1773,9.48,690.82
1352,Gikuuri,gikuuri,459,Runyenjes West,128,32,EST,5378,2639,2739,1387,5.49,979.46
1353,Gitare,gitare,459,Runyenjes West,128,32,EST,3212,1623,1589,870,4.3,746.21
1354,Mbiruri,mbiruri,459,Runyenjes West,128,32,EST,2783,1360,1423,799,3.48,800.56
1355,Garbatulla North,garbatulla-north,460,Garbatulla,129,33,EST,3733,1962,1771,806,604,6.18
1356,Garbatulla South,garbatulla-south,460,Garbatulla,129,33,EST,5066,2845,2221,1082,2283.96,2.22
1357,Garfasa,garfasa,461,Garfasa,129,33,EST,2947,1438,1509,651,206.25,14.29
1358,Muchuro,muchuro,461,Garfasa,129,33,EST,1440,708,732,314,280.26,5.14
1359,Malkadaka,malkadaka,462,Malkadaka,129,33,EST,3215,1718,1497,645,446.91,7.19
1360,Bibi-Duse,bibi-duse,463,Kinna,130,33,EST,1218,700,518,275,267.6,4.55
1361,Kinna,kinna,463,Kinna,130,33,EST,6171,3099,3072,1203,320.8,19.24
1362,Kula Mawe,kula-mawe,464,Kula Mawe,130,33,EST,3093,1588,1505,633,501.47,6.17
1363,Modoyaka,modoyaka,464,Kula Mawe,130,33,EST,1089,645,444,240,494.39,2.2
1364,Korbesa,korbesa,465,Rapsu,130,33,EST,1769,1316,453,330,512.56,3.45
1365,Rapsu,rapsu,465,Rapsu,130,33,EST,1278,776,502,236,84.29,15.16
1366,Eldera,eldera,466,Eldera,131,33,EST,653,377,276,135,452.75,1.44
1367,Quri,quri,466,Eldera,131,33,EST,719,463,256,134,410.47,1.75
1368,Badana Garadida,badana-garadida,467,Iresa Boru,131,33,EST,1021,621,400,255,389.61,2.62
1369,Iresa Boru,iresa-boru,467,Iresa Boru,131,33,EST,1971,1014,957,421,643.54,3.06
1370,Modogashe North,modogashe-north,468,Modogashe,131,33,EST,570,299,271,132,455.77,1.25
1371,Modogashe South,modogashe-south,468,Modogashe,131,33,EST,2382,1170,1212,472,868.03,2.74
1372,Gubatu,gubatu,469,Sericho,131,33,EST,1170,673,497,224,262.25,4.46
1373,Sericho,sericho,469,Sericho,131,33,EST,3613,1902,1711,675,333.99,10.82
1374,Anchenge,anchenge,470,Antubochiu,132,34,EST,3061,1509,1552,667,1.6,1918.76
1375,Buriemaria,buriemaria,470,Antubochiu,132,34,EST,3908,1943,1965,902,3.16,1235.5
1376,Itumi,itumi,471,Kanthiari,132,34,EST,5471,2664,2807,1167,4.77,1146.94
1377,Kinyanka,kinyanka,471,Kanthiari,132,34,EST,4828,2378,2450,1022,8.99,536.84
1378,Mboone,mboone,472,Kiegoi,132,34,EST,3185,1561,1624,642,4.25,748.94
1379,Ngundune,ngundune,472,Kiegoi,132,34,EST,3791,1847,1944,783,10.26,369.48
1380,Ankurani,ankurani,473,Kithetu,132,34,EST,1359,689,670,257,1.07,1265.36
1381,Kathima,kathima,473,Kithetu,132,34,EST,1527,766,761,334,2.38,642.16
1382,Kithaene,kithaene,473,Kithetu,132,34,EST,2510,1233,1277,550,1.41,1785.59
1383,Giteretu,giteretu,474,Luluma,132,34,EST,2536,1270,1266,556,1.64,1549.93
1384,Makiri,makiri,474,Luluma,132,34,EST,5505,2610,2895,1696,2.06,2670.26
1385,Amwathi,amwathi,475,Maua,132,34,EST,4064,1979,2085,1008,2.79,1456.32
1386,Gitura,gitura,475,Maua,132,34,EST,1690,814,876,337,1.6,1057.9
1387,Kaibu,kaibu,475,Maua,132,34,EST,11467,5474,5993,3362,2.08,5518.82
1388,A / Njuone,a-njuone,476,Kiengu,133,34,EST,4773,2434,2339,1040,3.43,1391.34
1389,Amaku,amaku,476,Kiengu,133,34,EST,5978,3011,2967,1283,4.28,1398.23
1390,Kalingene,kalingene,476,Kiengu,133,34,EST,5237,2600,2637,1225,9.6,545.69
1391,Andiala,andiala,477,Miori,133,34,EST,3330,1651,1679,698,2.57,1294.06
1392,Kaurine,kaurine,477,Miori,133,34,EST,4573,2225,2348,993,11.18,408.94
1393,Nthare,nthare,477,Miori,133,34,EST,2606,1341,1265,509,3.36,774.88
1394,Kanjoo,kanjoo,478,Nguyuyu,133,34,EST,6521,3425,3096,1629,20.28,321.49
1395,Kitheo,kitheo,478,Nguyuyu,133,34,EST,5209,2746,2463,1214,2.81,1854.46
1396,Nthambiro,nthambiro,478,Nguyuyu,133,34,EST,6262,3266,2996,1465,13.62,459.65
1397,Burieruri,burieruri,479,Antubeiga,134,34,EST,8940,4410,4530,1815,4.23,2113.58
1398,Rungu,rungu,479,Antubeiga,134,34,EST,3796,1882,1914,808,1.77,2143.42
1399,Kalimbene,kalimbene,480,Kangeta,134,34,EST,3429,1702,1727,705,6.85,500.34
1400,Kangeta,kangeta,480,Kangeta,134,34,EST,8634,4574,4060,1615,8.35,1033.49
1401,Meru North National Park,meru-north-national-park,481,Meru North National Park,134,34,EST,444,290,154,185,880.25,0.5
1402,Liburu,liburu,482,Mukululu,134,34,EST,5610,2722,2888,1096,4.93,1137.58
1403,Nturuba,nturuba,482,Mukululu,134,34,EST,5201,2511,2690,1071,4.96,1047.76
1404,Kithare,kithare,483,Muringene,134,34,EST,5693,2856,2837,1128,5.12,1111.5
1405,Thuuru,thuuru,483,Muringene,134,34,EST,5775,2833,2942,1037,4.55,1268.14
1406,Ituulu,ituulu,484,Njia,134,34,EST,6893,3292,3601,1268,5.71,1206.48
1407,K.K.Muuti,k-k-muuti,484,Njia,134,34,EST,3415,1646,1769,646,58.81,58.07
1408,Njia Cia Mwendwa,njia-cia-mwendwa,484,Njia,134,34,EST,8247,3943,4304,1540,92.39,89.27
1409,Laikumukumu,laikumukumu,485,Nkinyanga,134,34,EST,1738,861,877,341,67.39,25.79
1410,Liliaba,liliaba,485,Nkinyanga,134,34,EST,6031,2876,3155,1148,25.67,234.94
1411,Anjaru,anjaru,486,Athiru Gaiti,135,34,EST,4443,2204,2239,948,4.38,1014.45
1412,Antubakiru,antubakiru,486,Athiru Gaiti,135,34,EST,5979,2988,2991,1282,7.02,851.28
1413,Lakathi,lakathi,487,Kindani,135,34,EST,2480,1314,1166,547,16.13,153.71
1414,Thaicu,thaicu,487,Kindani,135,34,EST,4596,2380,2216,1072,19.53,235.35
1415,Bwethaa,bwethaa,488,Kirimampio,135,34,EST,5112,2565,2547,1111,10.35,494.07
1416,Thuuria,thuuria,488,Kirimampio,135,34,EST,4121,2040,2081,819,5.26,783.03
1417,Amwamba,amwamba,489,Akachiu,136,34,EST,3534,1714,1820,758,6.56,538.82
1418,Auki,auki,489,Akachiu,136,34,EST,4136,2101,2035,909,16.81,245.98
1419,Kirindine,kirindine,490,Athi,136,34,EST,5411,2649,2762,1199,5.72,945.75
1420,Nceme,nceme,490,Athi,136,34,EST,2855,1422,1433,634,11.42,250.11
1421,Marega,marega,491,Guka,136,34,EST,1753,864,889,383,14.88,117.82
1422,Ugoti,ugoti,491,Guka,136,34,EST,2337,1166,1171,491,12.93,180.8
1423,Amunju,amunju,492,Nduguto,136,34,EST,2018,1010,1008,416,2.33,865.39
1424,Tiira,tiira,492,Nduguto,136,34,EST,4624,2325,2299,966,6.14,752.9
1425,Amungenti,amungenti,493,Kabuline,137,34,EST,3988,1977,2011,829,8.38,475.98
1426,Antuanthama,antuanthama,493,Kabuline,137,34,EST,2940,1506,1434,652,2.07,1418.37
1427,Ikuu,ikuu,493,Kabuline,137,34,EST,1882,930,952,403,2.65,708.9
1428,Athimba,athimba,494,Kanuni,137,34,EST,4144,2098,2046,754,3.73,1110.13
1429,Kiunyene,kiunyene,494,Kanuni,137,34,EST,3826,1865,1961,838,3.07,1245.93
1430,Antuambui,antuambui,495,Kiguru,137,34,EST,2294,1102,1192,476,1.96,1171.72
1431,Kianda,kianda,495,Kiguru,137,34,EST,4705,2611,2094,1101,46.77,100.61
1432,Nkiene,nkiene,495,Kiguru,137,34,EST,2470,1250,1220,467,6.89,358.38
1433,Kathelwa,kathelwa,496,Akirangondu,138,34,EST,11055,5394,5661,2029,42.93,257.53
1434,Machungulu,machungulu,496,Akirangondu,138,34,EST,20371,9990,10381,3636,15.97,1275.21
1435,Antuambui,antuambui,497,Antuambui,138,34,EST,16118,7869,8249,3015,190.69,84.52
1436,Nkanda,nkanda,497,Antuambui,138,34,EST,13113,6555,6558,2381,11.28,1162.12
1437,Kirindara,kirindara,498,Ntunene,138,34,EST,11331,5629,5702,2708,7.27,1559.13
1438,Ntunene,ntunene,498,Ntunene,138,34,EST,8229,3962,4267,1449,137.87,59.69
1439,Amwathi I,amwathi-i,499,Kabachi,139,34,EST,25054,12270,12784,4930,114.26,219.28
1440,Amwathi Ii,amwathi-ii,499,Kabachi,139,34,EST,19210,9271,9939,3665,312.15,61.54
1441,Naathu,naathu,500,Naathu,139,34,EST,13182,6418,6764,2501,173,76.2
1442,Nkandone,nkandone,500,Naathu,139,34,EST,16373,7963,8410,2888,71.61,228.66
1443,Karichu,karichu,501,Antubetwe,140,34,EST,3251,1598,1653,560,2.75,1182.91
1444,Kiani,kiani,501,Antubetwe,140,34,EST,4613,2214,2399,894,5.07,909.36
1445,Ndoleli,ndoleli,501,Antubetwe,140,34,EST,2463,1338,1125,591,120.65,20.42
1446,Ruongo,ruongo,501,Antubetwe,140,34,EST,4996,2523,2473,897,2.44,2047.54
1447,Thitha,thitha,502,Athiru Ruunjine,140,34,EST,19278,9546,9732,3768,12.5,1542.33
1448,Baibariu,baibariu,503,Kawiru,140,34,EST,10275,5210,5065,2558,53.39,192.44
1449,Kaene,kaene,503,Kawiru,140,34,EST,14078,7027,7051,2929,24.47,575.34
1450,Anjalu,anjalu,504,Luguti,140,34,EST,4672,2289,2383,876,3.36,1389.36
1451,Kiromwathi,kiromwathi,504,Luguti,140,34,EST,6478,3177,3301,1177,6.19,1045.75
1452,Miriki,miriki,504,Luguti,140,34,EST,5731,2800,2931,1041,5.99,957.13
1453,Kiirua,kiirua,505,Kiirua,141,35,EST,4198,1952,2246,1287,13.54,309.98
1454,Kithima,kithima,505,Kiirua,141,35,EST,3661,1960,1701,1127,33.6,108.94
1455,Nkando,nkando,505,Kiirua,141,35,EST,3336,1680,1656,903,29.26,114.02
1456,Gitimene,gitimene,506,Naari,141,35,EST,3272,1608,1664,875,6.96,469.97
1457,Maitei,maitei,506,Naari,141,35,EST,5636,2806,2830,1480,18.36,307.05
1458,Michogomone,michogomone,506,Naari,141,35,EST,3885,1934,1951,1037,10.06,386.18
1459,Runkuru,runkuru,506,Naari,141,35,EST,3311,1633,1678,832,6.77,489.37
1460,Kamutune,kamutune,507,Ruiri,141,35,EST,3076,1466,1610,808,6.74,456.38
1461,Mutuma,mutuma,507,Ruiri,141,35,EST,4209,2063,2146,1087,20.61,204.18
1462,Ncoroiboro,ncoroiboro,507,Ruiri,141,35,EST,4469,2221,2248,1162,15.28,292.44
1463,Kirwiro,kirwiro,508,Rwarera,141,35,EST,949,489,460,264,20.28,46.79
1464,Kithwene,kithwene,508,Rwarera,141,35,EST,4505,2216,2289,1231,36.7,122.75
1465,Mugae,mugae,508,Rwarera,141,35,EST,1217,685,532,351,31.91,38.13
1466,Chungari,chungari,509,Chugu,142,35,EST,4264,2159,2105,1012,5.01,851.25
1467,Kithoka,kithoka,509,Chugu,142,35,EST,7265,3759,3506,1749,13.1,554.72
1468,Runogone,runogone,509,Chugu,142,35,EST,3922,1974,1948,1023,4.42,887.47
1469,Kambereu,kambereu,510,Giaki,142,35,EST,2685,1346,1339,666,9.95,269.83
1470,Kanjagi,kanjagi,510,Giaki,142,35,EST,1638,816,822,376,11.42,143.41
1471,Kirimaitune,kirimaitune,510,Giaki,142,35,EST,2839,1490,1349,734,13.5,210.33
1472,Mbeu,mbeu,510,Giaki,142,35,EST,1582,814,768,409,10.86,145.67
1473,Ciothirai,ciothirai,511,Kiburine,142,35,EST,2236,1115,1121,554,10.42,214.59
1474,Gachua,gachua,511,Kiburine,142,35,EST,3110,1568,1542,778,11.53,269.79
1475,Mbirikene,mbirikene,511,Kiburine,142,35,EST,2457,1249,1208,601,17.2,142.87
1476,Kaaga,kaaga,512,Mulathankari,142,35,EST,4633,2307,2326,1339,4.2,1104.36
1477,Mukua,mukua,512,Mulathankari,142,35,EST,2739,1405,1334,656,2.91,940.85
1478,Njoka,njoka,512,Mulathankari,142,35,EST,2263,1147,1116,551,2.57,881.71
1479,Gankere,gankere,513,Munithu,142,35,EST,3283,1653,1630,741,6.62,496.08
1480,Kambiti,kambiti,513,Munithu,142,35,EST,3771,1851,1920,873,5.09,740.7
1481,Kirimene,kirimene,513,Munithu,142,35,EST,3435,1742,1693,826,3.86,889.32
1482,Kanyuango,kanyuango,514,Nkabune,142,35,EST,1348,663,685,301,2.47,544.98
1483,Kathita,kathita,514,Nkabune,142,35,EST,2205,1054,1151,526,2.82,781.53
1484,Kiamwitari,kiamwitari,515,Thuura,142,35,EST,6397,3239,3158,1645,16.7,382.94
1485,Rwanyange,rwanyange,515,Thuura,142,35,EST,4463,2306,2157,1115,16.5,270.42
1486,Gachanka,gachanka,516,Igoki,143,35,EST,5562,2712,2850,2046,1.81,3079.56
1487,Lower Igoki,lower-igoki,516,Igoki,143,35,EST,1545,743,802,418,1.73,890.95
1488,Muringombugi,muringombugi,516,Igoki,143,35,EST,2418,1138,1280,553,2.32,1040.27
1489,Gakoromone,gakoromone,517,Municipality,143,35,EST,11458,5657,5801,3654,3.89,2944.06
1490,Kaaga,kaaga,517,Municipality,143,35,EST,11689,5690,5999,3462,3.94,2963.44
1491,Township,township,517,Municipality,143,35,EST,4156,2116,2040,1043,0.83,4979.63
1492,Gitugu,gitugu,518,Ntakira,143,35,EST,1863,936,927,485,3.25,573.57
1493,Kirugua,kirugua,518,Ntakira,143,35,EST,3781,1886,1895,958,3.18,1188.62
1494,Magundu,magundu,518,Ntakira,143,35,EST,8707,4208,4499,2969,2.07,4197.76
1495,Nchaure,nchaure,518,Ntakira,143,35,EST,3714,1763,1951,927,3.51,1057.16
1496,Ngonyi,ngonyi,518,Ntakira,143,35,EST,3775,1904,1871,964,5.11,738.56
1497,Kainginyo,kainginyo,519,Nthimbiri,143,35,EST,2714,1359,1355,719,3.86,702.87
1498,Mpuri,mpuri,519,Nthimbiri,143,35,EST,5761,2830,2931,1483,77.6,74.24
1499,Nthimbiri,nthimbiri,519,Nthimbiri,143,35,EST,3451,1768,1683,911,4.43,779.25
1500,Tuntu,tuntu,520,Ntima,143,35,EST,3497,1736,1761,1153,1.41,2472.6
1501,Upper Igoki,upper-igoki,520,Ntima,143,35,EST,8518,4217,4301,2687,3.04,2804.56
1502,Mt. Kenya Forest,mt-kenya-forest,521,Mt. Kenya Forest,144,35,EST,0,0,0,0,276.43,0
1503,Kiambogo,kiambogo,522,Kirimara,145,35,EST,10825,5553,5272,3613,18.41,587.85
1504,Kithithina,kithithina,522,Kirimara,145,35,EST,6589,3324,3265,1754,22.84,288.49
1505,Buuri,buuri,523,Kisima,145,35,EST,6983,3571,3412,2051,84.17,82.97
1506,Ngarendare,ngarendare,523,Kisima,145,35,EST,3814,1942,1872,1066,122.69,31.09
1507,Maritati,maritati,524,Ngusishi,145,35,EST,5611,2919,2692,2129,117.21,47.87
1508,Mutarakwa,mutarakwa,524,Ngusishi,145,35,EST,4878,2498,2380,1740,47.36,103
1509,Maranya,maranya,525,Ntirimiti,145,35,EST,1319,685,634,351,9.38,140.66
1510,Mutunyi,mutunyi,525,Ntirimiti,145,35,EST,2090,1175,915,695,98.65,21.19
1511,Ntirimiti,ntirimiti,525,Ntirimiti,145,35,EST,3010,1588,1422,841,29.43,102.27
1512,Subuiga,subuiga,525,Ntirimiti,145,35,EST,1980,1061,919,650,57.46,34.46
1513,Antu Ba Mwitu,antu-ba-mwitu,526,Ontulili,145,35,EST,7402,3758,3644,2273,66.19,111.84
